"view_history","rt","test_part","trial_type","trial_index","time_elapsed","internal_node_id","lab","subject","time","url","response","accuracy"
"[{""page_index"":0,""viewing_time"":53935}]","53938","instruction","instructions","0","53939","0.0-0.0","3","3_oxcjmc","2024-07-19T16:01:09.353Z","","",""
"","170681","","external-html","1","226966","0.0-1.0","3","3_oxcjmc","2024-07-19T16:01:09.353Z","consent/consent3.html","",""
"","108951","screening","survey","2","336021","0.0-2.0","3","3_oxcjmc","2024-07-19T16:01:09.353Z","","{""intro"":null,""mentality"":""(5) On a weekly basis"",""psi"":""(4) Occasionally"",""succeed"":""(5) Yes"",""contact"":null}","[]"
