"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","15396","0.0-0.0","2025-11-08T14:13:58.037Z","2_978t2f","","","","","","","","","","",""
"","","","","","survey","1","22958","0.0-1.0","2025-11-08T14:13:58.037Z","2_978t2f","7498","{""testrun"":""Skip to Videos""}","testrun","","","","","","","",""
"","","","","","survey-text","2","25561","0.0-2.0","2025-11-08T14:13:58.037Z","2_978t2f","2584","{""subject_id"":""2_978t2f""}","welcome","","","","","","","",""
"","","","","","instructions","3","28004","0.0-4.0","2025-11-08T14:13:58.037Z","2_978t2f","2434","","instructions2","[{""page_index"":0,""viewing_time"":2433}]","","","","","","",""
"","","","","","html-button-response","4","44672","0.0-5.0","2025-11-08T14:13:58.037Z","2_978t2f","16664","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","19","2","0","../video/27 C Steam Engine.mp4","../video/27 A Meeting BeetleJuice.mp4",""
"true","false","[]","[]","[]","preload","5","53496","0.0-6.0","2025-11-08T14:13:58.037Z","2_978t2f","","","","","","","","","","",""
"","","","","","survey-html-form","6","231518","0.0-7.0-0.0","2025-11-08T14:13:58.037Z","2_978t2f","178007","{""ClipA"":""21"",""ClipB"":""0""}","videoRating","","","","","","","",""
"","","","","","html-button-response","7","235108","0.0-8.0","2025-11-08T14:13:58.037Z","2_978t2f","3586","0","videoTargetIntro","","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","[""../video/27 A Meeting BeetleJuice.mp4""]"
"","","","","","video-keyboard-response","8","295773","0.0-9.0","2025-11-08T14:13:58.037Z","2_978t2f","null","null","videoTarget","","[""../video/27 A Meeting BeetleJuice.mp4""]","","","","","",""
