"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","11564","0.0-0.0","2025-05-22T17:46:08.445Z","4_0000p2","","","","","","","","","","",""
"","","","","","survey","1","15249","0.0-1.0","2025-05-22T17:46:08.445Z","4_0000p2","3654","{""testrun"":""Skip to Videos""}","testrun","","","","","","","",""
"","","","","","survey-text","2","26570","0.0-2.0","2025-05-22T17:46:08.445Z","4_0000p2","11301","{""subject_id"":""4_0000p2""}","welcome","","","","","","","",""
"","","","","","instructions","3","28433","0.0-4.0","2025-05-22T17:46:08.445Z","4_0000p2","1862","","instructions2","[{""page_index"":0,""viewing_time"":1862}]","","","","","","",""
"","","","","","html-button-response","4","29777","0.0-5.0","2025-05-22T17:46:08.445Z","4_0000p2","1343","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","0","1","2","../video/1 B Drowning Woman.mp4","../video/1 C Futuristic Interrogation.mp4",""
"true","false","[]","[]","[]","preload","5","81319","0.0-6.0","2025-05-22T17:46:08.445Z","4_0000p2","","","","","","","","","","",""
"","","","","","survey-html-form","6","265826","0.0-7.0-0.0","2025-05-22T17:46:08.445Z","4_0000p2","184487","{""ClipA"":""5"",""ClipB"":""73""}","videoRating","","","","","","","",""
"","","","","","html-button-response","7","268881","0.0-8.0","2025-05-22T17:46:08.445Z","4_0000p2","3053","0","videoTargetIntro","","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","[""../video/1 C Futuristic Interrogation.mp4""]"
"","","","","","video-keyboard-response","8","338668","0.0-9.0","2025-05-22T17:46:08.445Z","4_0000p2","null","null","videoTarget","","[""../video/1 C Futuristic Interrogation.mp4""]","","","","","",""
