"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","22426","0.0-0.0","2025-12-05T15:55:12.697Z","2_tgsdo2","","","","","","","","","","",""
"","","","","","survey","1","27737","0.0-1.0","2025-12-05T15:55:12.697Z","2_tgsdo2","5266","{""testrun"":""Skip to Videos""}","testrun","","","","","","","",""
"","","","","","survey-text","2","34628","0.0-2.0","2025-12-05T15:55:12.697Z","2_tgsdo2","6815","{""subject_id"":""2_tgsdo2""}","welcome","","","","","","","",""
"","","","","","instructions","3","37688","0.0-4.0","2025-12-05T15:55:12.697Z","2_tgsdo2","3058","","instructions2","[{""page_index"":0,""viewing_time"":3058}]","","","","","","",""
"","","","","","html-button-response","4","39638","0.0-5.0","2025-12-05T15:55:12.697Z","2_tgsdo2","1947","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","19","0","1","../video/27 A Meeting BeetleJuice.mp4","../video/27 B ISS timelapse.mp4",""
"true","false","[]","[]","[]","preload","5","47210","0.0-6.0","2025-12-05T15:55:12.697Z","2_tgsdo2","","","","","","","","","","",""
"","","","","","survey-html-form","6","217469","0.0-7.0-0.0","2025-12-05T15:55:12.697Z","2_tgsdo2","170246","{""ClipA"":""13"",""ClipB"":""81""}","videoRating","","","","","","","",""
"","","","","","html-button-response","7","220675","0.0-8.0","2025-12-05T15:55:12.697Z","2_tgsdo2","3201","0","videoTargetIntro","","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","[""../video/27 A Meeting BeetleJuice.mp4""]"
"","","","","","video-keyboard-response","8","279752","0.0-9.0","2025-12-05T15:55:12.697Z","2_tgsdo2","null","null","videoTarget","","[""../video/27 A Meeting BeetleJuice.mp4""]","","","","","",""
