"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","14937","0.0-0.0","2025-12-10T17:41:34.249Z","2_zewlnt","","","","","","","","","","",""
"","","","","","survey","1","18660","0.0-1.0","2025-12-10T17:41:34.249Z","2_zewlnt","3641","{""testrun"":""Skip to Videos""}","testrun","","","","","","","",""
"","","","","","survey-text","2","20942","0.0-2.0","2025-12-10T17:41:34.249Z","2_zewlnt","2241","{""subject_id"":""2_zewlnt""}","welcome","","","","","","","",""
"","","","","","instructions","3","23375","0.0-4.0","2025-12-10T17:41:34.249Z","2_zewlnt","2431","","instructions2","[{""page_index"":0,""viewing_time"":2429}]","","","","","","",""
"","","","","","html-button-response","4","25693","0.0-5.0","2025-12-10T17:41:34.249Z","2_zewlnt","2316","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","1","1","3","../video/2 B Mozart Symphony.mp4","../video/2 D See.mp4",""
"true","false","[]","[]","[]","preload","5","33045","0.0-6.0","2025-12-10T17:41:34.249Z","2_zewlnt","","","","","","","","","","",""
"","","","","","survey-html-form","6","235459","0.0-7.0-0.0","2025-12-10T17:41:34.249Z","2_zewlnt","202405","{""ClipA"":""73"",""ClipB"":""9""}","videoRating","","","","","","","",""
"","","","","","html-button-response","7","236921","0.0-8.0","2025-12-10T17:41:34.249Z","2_zewlnt","1460","0","videoTargetIntro","","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","[""../video/2 D See.mp4""]"
"","","","","","video-keyboard-response","8","301012","0.0-9.0","2025-12-10T17:41:34.249Z","2_zewlnt","null","null","videoTarget","","[""../video/2 D See.mp4""]","","","","","",""
