"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","18092","0.0-0.0","2025-12-16T13:34:41.665Z","2_u3g5ez","","","","","","","","","","",""
"","","","","","survey","1","30392","0.0-1.0","2025-12-16T13:34:41.665Z","2_u3g5ez","12183","{""testrun"":""Skip to Videos""}","testrun","","","","","","","",""
"","","","","","survey-text","2","33039","0.0-2.0","2025-12-16T13:34:41.665Z","2_u3g5ez","2631","{""subject_id"":""2_u3g5ez""}","welcome","","","","","","","",""
"","","","","","instructions","3","34844","0.0-4.0","2025-12-16T13:34:41.665Z","2_u3g5ez","1801","","instructions2","[{""page_index"":0,""viewing_time"":1800}]","","","","","","",""
"","","","","","html-button-response","4","36173","0.0-5.0","2025-12-16T13:34:41.665Z","2_u3g5ez","1319","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","13","3","2","../video/21 D Swing Time.mp4","../video/21 C Carpe diem.mp4",""
"true","false","[]","[]","[]","preload","5","41492","0.0-6.0","2025-12-16T13:34:41.665Z","2_u3g5ez","","","","","","","","","","",""
"","","","","","survey-html-form","6","247802","0.0-7.0-0.0","2025-12-16T13:34:41.665Z","2_u3g5ez","206231","{""ClipA"":""90"",""ClipB"":""70""}","videoRating","","","","","","","",""
"","","","","","html-button-response","7","250665","0.0-8.0","2025-12-16T13:34:41.665Z","2_u3g5ez","2846","0","videoTargetIntro","","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","[""../video/21 C Carpe diem.mp4""]"
"","","","","","video-keyboard-response","8","323100","0.0-9.0","2025-12-16T13:34:41.665Z","2_u3g5ez","null","null","videoTarget","","[""../video/21 C Carpe diem.mp4""]","","","","","",""
