"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB"
"true","false","[]","[]","[]","preload","0","6030","0.0-0.0","2025-05-05T08:06:50.370Z","2_123123","","","","","","","","","",""
"","","","","","survey","1","9116","0.0-1.0","2025-05-05T08:06:50.370Z","2_123123","3071","{""testrun"":""Skip to Videos""}","testrun","","","","","","",""
"","","","","","survey-text","2","13217","0.0-2.0","2025-05-05T08:06:50.370Z","2_123123","4079","{""subject_id"":""2_123123""}","welcome","","","","","","",""
"","","","","","instructions","3","14604","0.0-4.0","2025-05-05T08:06:50.370Z","2_123123","1385","","instructions2","[{""page_index"":0,""viewing_time"":1385}]","","","","","",""
"","","","","","html-button-response","4","16698","0.0-5.0","2025-05-05T08:06:50.370Z","2_123123","2093","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","1","1","0","../video/2 B Mozart Symphony.mp4","../video/2 A Gift Giving.mp4"
"true","false","[]","[]","[]","preload","5","19762","0.0-6.0","2025-05-05T08:06:50.370Z","2_123123","","","","","","","","","",""
