"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","11617","0.0-0.0","2025-09-15T17:05:00.684Z","4_000011","","","","","","","","","","",""
"","","","","","survey","1","17278","0.0-1.0","2025-09-15T17:05:00.684Z","4_000011","5579","{""testrun"":""Skip to Videos""}","testrun","","","","","","","",""
"","","","","","survey-text","2","28785","0.0-2.0","2025-09-15T17:05:00.684Z","4_000011","11487","{""subject_id"":""4_000011""}","welcome","","","","","","","",""
"","","","","","instructions","3","33717","0.0-4.0","2025-09-15T17:05:00.684Z","4_000011","4930","","instructions2","[{""page_index"":0,""viewing_time"":4930}]","","","","","","",""
"","","","","","html-button-response","4","36173","0.0-5.0","2025-09-15T17:05:00.684Z","4_000011","2454","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","5","3","1","../video/13 D Meeting the Devil.mp4","../video/13 B Toothache.mp4",""
"true","false","[]","[]","[]","preload","5","353130","0.0-6.0","2025-09-15T17:05:00.684Z","4_000011","","","","","","","","","","",""
"","","","","","survey-html-form","6","717679","0.0-7.0-0.0","2025-09-15T17:05:00.684Z","4_000011","364545","{""ClipA"":""77"",""ClipB"":""11""}","videoRating","","","","","","","",""
"","","","","","html-button-response","7","722606","0.0-8.0","2025-09-15T17:05:00.684Z","4_000011","4925","0","videoTargetIntro","","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","[""../video/13 B Toothache.mp4""]"
"","","","","","video-keyboard-response","8","780296","0.0-9.0","2025-09-15T17:05:00.684Z","4_000011","null","null","videoTarget","","[""../video/13 B Toothache.mp4""]","","","","","",""
