"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","stimulus","slider_start","value","view_history"
"true","false","[]","[]","[]","preload","0","33673","0.0-0.0","2024-11-22T13:15:33.726Z","1_000000","","","","","","",""
"","","","","","survey","1","41009","0.0-1.0","2024-11-22T13:15:33.726Z","1_000000","7129","{""testrun"":""Pilot (Testkörning)""}","testrun","","","",""
"","","","","","survey-text","2","47339","0.0-2.0","2024-11-22T13:15:33.726Z","1_000000","6291","{""subject_id"":""1_000000""}","welcome","","","",""
"","","","","","html-slider-response","3","52227","0.0-3.0","2024-11-22T13:15:33.726Z","1_000000","4884","50","successBelief","<p>Innan vi börjar skulle vi vilja fråga dig om din inställning till experimentet.</p>
            <p style=""font-weight: bold;"">Hur sannolikt tror du att det är att du personligen kommer att lyckas med ditt prekognitiva test idag?</p>","50","",""
"","","","","","html-slider-response","4","53659","0.0-4.0","2024-11-22T13:15:33.726Z","1_000000","1430","50","comfortable","<p style=""font-weight: bold;"">Känner du dig bekväm med Ganzfeld-miljön?</p>","50","",""
"","","","","","html-button-response","5","54866","0.0-5.0","2024-11-22T13:15:33.726Z","1_000000","1204","0","restIntro","<p>Härnäst vill vi att du vilar i en lutande fåtölj i 3 minuter. Tryck på ""Nästa"" när du är redo, sätt dig bekvämt tillrätta i fåtöljen och vila tills du hör ett pip som signalerar slutet på treminutersintervallet. Därefter kan du återgå till det här programmet för att fortsätta.</p>","","",""
"","","","","","html-keyboard-response","6","237702","0.0-6.0","2024-11-22T13:15:33.726Z","1_000000","null","null","rest","","","",""
"","","","","","call-function","7","237706","0.0-7.0-0.0","2024-11-22T13:15:33.726Z","1_000000","","","","","","",""
"","","","","","survey","8","258460","0.0-7.0-1.0","2024-11-22T13:15:33.726Z","1_000000","20627","{""PCIRest1"":0,""PCIRest2"":0,""PCIRest3"":0,""PCIRest4"":0,""PCIRest5"":0,""PCIRest6"":0,""PCIRest7"":0,""PCIRest8"":0,""PCIRest9"":0,""PCIRest10"":0,""PCIRest11"":0,""PCIRest12"":0,""PCIRest13"":0,""PCIIntro"":null}","PCIRest","","","",""
"","","","","","call-function","9","258464","0.0-7.0-2.0","2024-11-22T13:15:33.726Z","1_000000","","","","","","",""
"","","","","","instructions","10","265493","0.0-8.0","2024-11-22T13:15:33.726Z","1_000000","7027","","instructions1","","","","[{""page_index"":0,""viewing_time"":7026}]"
