"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","stimulus","slider_start","value","view_history"
"true","false","[]","[]","[]","preload","0","5246","0.0-0.0","2024-09-17T15:53:02.674Z","1_david2","","","","","","",""
"","","","","","survey","1","7508","0.0-1.0","2024-09-17T15:53:02.674Z","1_david2","2243","{""testrun"":""Pilot (Testkörning)""}","testrun","","","",""
"","","","","","survey-text","2","13306","0.0-2.0","2024-09-17T15:53:02.674Z","1_david2","5790","{""subject_id"":""1_david2""}","welcome","","","",""
"","","","","","html-slider-response","3","15190","0.0-3.0","2024-09-17T15:53:02.674Z","1_david2","1883","50","successBelief","<p>Innan vi börjar skulle vi vilja fråga dig om din inställning till experimentet.</p>
            <p style=""font-weight: bold;"">Hur sannolikt tror du att det är att du personligen kommer att lyckas med ditt prekognitiva test idag?</p>","50","",""
"","","","","","html-slider-response","4","16982","0.0-4.0","2024-09-17T15:53:02.674Z","1_david2","1791","50","comfortable","<p style=""font-weight: bold;"">Känner du dig bekväm med Ganzfeld-miljön?</p>","50","",""
"","","","","","html-button-response","5","17974","0.0-5.0","2024-09-17T15:53:02.674Z","1_david2","991","0","restIntro","<p>Härnäst vill vi att du vilar i en lutande fåtölj i 3 minuter. Tryck på ""Nästa"" när du är redo, sätt dig bekvämt tillrätta i fåtöljen och vila tills du hör ett pip som signalerar slutet på treminutersintervallet. Därefter kan du återgå till det här programmet för att fortsätta.</p>","","",""
"","","","","","html-keyboard-response","6","200486","0.0-6.0","2024-09-17T15:53:02.674Z","1_david2","null","null","rest","","","",""
"","","","","","call-function","7","200488","0.0-7.0-0.0","2024-09-17T15:53:02.674Z","1_david2","","","","","","",""
"","","","","","survey","8","639836","0.0-7.0-1.0","2024-09-17T15:53:02.674Z","1_david2","439307","{""PCIRest1"":6,""PCIRest2"":6,""PCIRest3"":6,""PCIRest4"":6,""PCIRest5"":6,""PCIRest6"":6,""PCIRest7"":6,""PCIRest8"":6,""PCIRest9"":6,""PCIRest10"":6,""PCIRest11"":6,""PCIRest12"":6,""PCIRest13"":6,""PCIIntro"":null}","PCIRest","","","",""
"","","","","","call-function","9","639837","0.0-7.0-2.0","2024-09-17T15:53:02.674Z","1_david2","","","","","","",""
"","","","","","instructions","10","648094","0.0-8.0","2024-09-17T15:53:02.674Z","1_david2","8256","","instructions1","","","","[{""page_index"":0,""viewing_time"":8255}]"
