"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","20725","0.0-0.0","2025-05-19T11:50:13.743Z","2_k4xqvv","","","","","","","","","","",""
"","","","","","survey","1","28152","0.0-1.0","2025-05-19T11:50:13.743Z","2_k4xqvv","6519","{""testrun"":""Skip to Videos""}","testrun","","","","","","","",""
"","","","","","survey-text","2","40658","0.0-2.0","2025-05-19T11:50:13.743Z","2_k4xqvv","12463","{""subject_id"":""2_k4xqvv""}","welcome","","","","","","","",""
"","","","","","instructions","3","46289","0.0-4.0","2025-05-19T11:50:13.743Z","2_k4xqvv","5294","","instructions2","[{""page_index"":0,""viewing_time"":5294}]","","","","","","",""
"","","","","","html-button-response","4","50778","0.0-5.0","2025-05-19T11:50:13.743Z","2_k4xqvv","4486","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","3","0","1","../video/11 A Airport Shooting.mp4","../video/11 B Light Cycles.mp4",""
"true","false","[]","[]","[]","preload","5","56884","0.0-6.0","2025-05-19T11:50:13.743Z","2_k4xqvv","","","","","","","","","","",""
"","","","","","survey-html-form","6","294413","0.0-7.0-0.0","2025-05-19T11:50:13.743Z","2_k4xqvv","237513","{""ClipA"":""60"",""ClipB"":""65""}","videoRating","","","","","","","",""
"","","","","","html-button-response","7","300420","0.0-8.0","2025-05-19T11:50:13.743Z","2_k4xqvv","6003","0","videoTargetIntro","","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","[""../video/11 A Airport Shooting.mp4""]"
"","","","","","video-keyboard-response","8","364960","0.0-9.0","2025-05-19T11:50:13.743Z","2_k4xqvv","null","null","videoTarget","","[""../video/11 A Airport Shooting.mp4""]","","","","","",""
