"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","19187","0.0-0.0","2025-08-26T22:57:57.537Z","3_pk8e5n","","","","","","","","","","",""
"","","","","","survey","1","32315","0.0-1.0","2025-08-26T22:57:57.537Z","3_pk8e5n","13060","{""testrun"":""Skip to Videos""}","testrun","","","","","","","",""
"","","","","","survey-text","2","78823","0.0-2.0","2025-08-26T22:57:57.537Z","3_pk8e5n","46484","{""subject_id"":""3_pk8e5n""}","welcome","","","","","","","",""
"","","","","","instructions","3","93682","0.0-4.0","2025-08-26T22:57:57.537Z","3_pk8e5n","14857","","instructions2","[{""page_index"":0,""viewing_time"":14856}]","","","","","","",""
"","","","","","html-button-response","4","120032","0.0-5.0","2025-08-26T22:57:57.537Z","3_pk8e5n","26348","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","1","2","1","../video/2 C Insect Typewriter.mp4","../video/2 B Mozart Symphony.mp4",""
"true","false","[]","[]","[]","preload","5","121393","0.0-6.0","2025-08-26T22:57:57.537Z","3_pk8e5n","","","","","","","","","","",""
"","","","","","survey-html-form","6","356635","0.0-7.0-0.0","2025-08-26T22:57:57.537Z","3_pk8e5n","235232","{""ClipA"":""0"",""ClipB"":""1""}","videoRating","","","","","","","",""
"","","","","","html-button-response","7","362148","0.0-8.0","2025-08-26T22:57:57.537Z","3_pk8e5n","5511","0","videoTargetIntro","","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","[""../video/2 C Insect Typewriter.mp4""]"
"","","","","","video-keyboard-response","8","426837","0.0-9.0","2025-08-26T22:57:57.537Z","3_pk8e5n","null","null","videoTarget","","[""../video/2 C Insect Typewriter.mp4""]","","","","","",""
