"view_history","rt","test_part","trial_type","trial_index","time_elapsed","internal_node_id","lab","subject","time","url","response","accuracy"
"[{""page_index"":0,""viewing_time"":24744}]","24745","instruction","instructions","0","24748","0.0-0.0","5","5_9159yg","2025-04-24T11:43:08.862Z","","",""
"","5947","","external-html","1","30846","0.0-1.0","5","5_9159yg","2025-04-24T11:43:08.862Z","consent/consent5.html","",""
"","52442","screening","survey","2","83366","0.0-2.0","5","5_9159yg","2025-04-24T11:43:08.862Z","","{""intro"":null,""mentality"":""(2) Selten"",""psi"":""(1) Nie"",""succeed"":""(3) Unwahrscheinlich"",""contact"":null}","[]"
