"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part"
"true","false","[]","[]","[]","preload","0","15","0.0-0.0","2025-07-28T19:25:32.041Z","3_d1v6ve","","",""
"","","","","","survey-text","1","6193436","0.0-1.0","2025-07-28T19:25:32.041Z","3_d1v6ve","6193426","{""subject_id"":""3_d1v6ve""}","welcome"
