"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part"
"true","false","[]","[]","[]","preload","0","5","0.0-0.0","2025-01-14T21:52:37.851Z","6_rq0rgr","","",""
"","","","","","survey-text","1","12635","0.0-1.0","2025-01-14T21:52:37.851Z","6_rq0rgr","12610","{""subject_id"":""6_rq0rgr""}","welcome"
