"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part"
"true","false","[]","[]","[]","preload","0","16","0.0-0.0","2024-12-01T19:05:03.541Z","6_h15erq","","",""
"","","","","","survey-text","1","21010","0.0-1.0","2024-12-01T19:05:03.541Z","6_h15erq","20979","{""subject_id"":""6_h15erq""}","welcome"
