"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part"
"true","false","[]","[]","[]","preload","0","15","0.0-0.0","2024-12-12T14:30:07.191Z","2_hxo9t0","","",""
"","","","","","survey-text","1","14841","0.0-1.0","2024-12-12T14:30:07.191Z","2_hxo9t0","14793","{""subject_id"":""2_hxo9t0""}","welcome"
