"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part"
"true","false","[]","[]","[]","preload","0","10","0.0-0.0","2024-10-31T11:25:30.314Z","6_7zqc6r","","",""
"","","","","","survey-text","1","12673","0.0-1.0","2024-10-31T11:25:30.314Z","6_7zqc6r","12644","{""subject_id"":""6_7zqc6r""}","welcome"
