"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part"
"true","false","[]","[]","[]","preload","0","36","0.0-0.0","2025-11-18T18:50:50.857Z","2_xpumss","","",""
"","","","","","survey-text","1","6859","0.0-1.0","2025-11-18T18:50:50.857Z","2_xpumss","6763","{""subject_id"":""2_xpumss""}","welcome"
