"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","time","rt","response","test_part","accuracy"
"true","false","[]","[]","[]","preload","0","10","0.0-0.0","6_hj7fd5","2024-04-03T14:07:58.929Z","","","",""
"","","","","","survey-text","1","65743","0.0-1.0","6_hj7fd5","2024-04-03T14:07:58.929Z","65732","{""pid"":""5_IGPP_3-4-24""}","welcome",""
"","","","","","survey","2","121728","0.0-2.0","6_hj7fd5","2024-04-03T14:07:58.929Z","55960","{""P0_Q0"":null,""age"":24,""gender"":""female"",""vegetarian"":""Meat reducer: a person who eats dairy products, eggs, fruits, vegetables, grains, and a reduced amount of animal or seafood products. For example, a pescetarian (who eats fish but no other animals) or someone who eliminates or reduces their consumption of red meat""}","survey","[]"
"","","","","","survey","3","196606","0.0-3.0","6_hj7fd5","2024-04-03T14:07:58.929Z","74865","{""TASIntro"":null,""TAS"":{""TAS01"":2,""TAS02"":2,""TAS03"":2,""TAS04"":2,""TAS05"":2,""TAS06"":2,""TAS07"":2,""TAS08"":2,""TAS09"":2,""TAS10"":2,""TAS11"":3,""TAS12"":1,""TAS13"":0,""TAS14"":0,""TAS15"":1,""TAS16"":2,""TAS17"":3,""TAS18"":4,""TAS19"":5,""TAS20"":4,""TAS21"":3,""TAS22"":3,""TAS23"":3,""TAS24"":1,""TAS25"":1,""TAS26"":1,""TAS27"":2,""TAS28"":2,""TAS29"":2,""TAS30"":2,""TAS31"":3,""TAS33"":1,""TAS32"":1,""TAS34"":1}}","TAS","[]"
"","","","","","survey","4","294567","0.0-4.0","6_hj7fd5","2024-04-03T14:07:58.929Z","97952","{""BQIntro"":null,""BQ"":{""BQ01"":3,""BQ02"":4,""BQ03"":2,""BQ04"":2,""BQ05"":2,""BQ06"":4,""BQ07"":1,""BQ08"":3,""BQ09"":3,""BQ10"":1,""BQ11"":4,""BQ12"":4,""BQ13"":4}}","BQ","[]"
"","","","","","survey","5","434276","0.0-5.0","6_hj7fd5","2024-04-03T14:07:58.929Z","139700","{""BFIIntro"":null,""BFI"":{""BFI01"":4,""BFI02"":0,""BFI03"":3,""BFI04"":4,""BFI05"":0,""BFI06"":3,""BFI07"":0,""BFI08"":4,""BFI09"":1,""BFI10"":0,""BFI11"":0,""BFI12"":1,""BFI13"":1,""BFI14"":4,""BFI15"":1,""BFI16"":3,""BFI17"":3,""BFI18"":0,""BFI19"":4,""BFI20"":0,""BFI21"":0,""BFI22"":1,""BFI23"":4,""BFI24"":2}}","BFI2","[]"
"","","","","","survey","6","491332","0.0-6.0","6_hj7fd5","2024-04-03T14:07:58.929Z","57049","{""BSSSIntro"":null,""BSSS"":{""BSSI01"":4,""BSSI02"":2,""BSSI03"":0,""BSSI04"":3,""BSSI05"":4,""BSSI06"":2,""BSSI07"":0,""BSSI08"":4}}","BSSS","[]"
"","","","","","survey","7","829904","0.0-7.0","6_hj7fd5","2024-04-03T14:07:58.929Z","338546","{""DESIntro"":null,""DES1"":""50%"",""DES2"":""40%"",""DES3"":""0%"",""DES4"":""0%"",""DES5"":""0%"",""DES6"":""0%"",""DES7"":""0%"",""DES8"":""0%"",""DES9"":""0%"",""DES10"":""0%"",""DES11"":""0%"",""DES12"":""0%"",""DES13"":""0%"",""DES14"":""20%"",""DES15"":""0%"",""DES16"":""0%"",""DES17"":""20%"",""DES18"":""0%"",""DES19"":""0%"",""DES20"":""0%"",""DES21"":""20%"",""DES22"":""20%"",""DES23"":""0%"",""DES24"":""0%"",""DES25"":""0%"",""DES26"":""10%"",""DES27"":""0%"",""DES28"":""0%""}","DES","[]"
"","","","","","survey","8","1025642","0.0-8.0","6_hj7fd5","2024-04-03T14:07:58.929Z","195736","{""ASGSIntro"":null,""ASGS"":{""ASGS01"":2,""ASGS02"":2,""ASGS03"":0,""ASGS04"":2,""ASGS05"":2,""ASGS06"":2,""ASGS07"":2,""ASGS08"":0,""ASGS09"":2,""ASGS10"":2,""ASGS11"":1,""ASGS12"":1,""ASGS13"":0,""ASGS14"":0,""ASGS15"":0,""ASGS16"":1}}","ASGS","[]"
